creationDate|PersonId|CompanyId|workFrom
2012-12-29T04:58:29.205+00:00|37383395345914|913|2003
2012-12-29T04:58:29.205+00:00|37383395345914|908|2004
2012-12-29T04:58:29.205+00:00|37383395345914|925|2004
2012-12-29T10:40:45.964+00:00|37383395345044|1297|2005
2012-12-29T10:40:45.964+00:00|37383395345044|1298|2005
2012-12-29T10:40:45.964+00:00|37383395345044|1302|2006
2012-12-29T22:10:57.096+00:00|37383395345760|677|2009
2012-12-29T22:10:57.096+00:00|37383395345760|679|2011
2012-12-29T22:10:57.096+00:00|37383395345760|664|2007
2012-12-29T22:10:57.096+00:00|37383395345760|666|2005
