creationDate|PersonId|CommentId
2012-12-14T00:05:10.976+00:00|6597069766712|1168231253349
2012-12-14T00:07:46.653+00:00|19791209300225|1168231136980
2012-12-14T00:08:31.035+00:00|13194139533966|1168231429126
2012-12-14T00:09:10.446+00:00|2199023256738|1168231302538
2012-12-14T00:09:32.644+00:00|8796093023321|1168231121897
2012-12-14T00:13:17.011+00:00|26388279066944|1168231338723
2012-12-14T00:14:25.830+00:00|8796093023144|1168231322878
2012-12-14T00:16:55.187+00:00|15393162790123|1168231380047
2012-12-14T00:18:03.701+00:00|16|1168231209686
2012-12-14T00:19:56.409+00:00|28587302323163|1168231302373
2012-12-14T00:21:26.413+00:00|6597069767390|1168231302015
2012-12-14T00:22:08.399+00:00|4398046512233|1168231493266
2012-12-14T00:22:18.343+00:00|21990232557028|1168231156184
2012-12-14T00:24:46.218+00:00|2199023255824|1168231416309
2012-12-14T00:28:28.851+00:00|30786325577918|1168231302015
2012-12-14T00:32:50.899+00:00|37383395345707|1168231189506
2012-12-14T00:33:42.493+00:00|6597069767182|1168231286626
2012-12-14T00:36:49.465+00:00|13194139533758|1168231237322
2012-12-14T00:40:39.181+00:00|8796093022582|1168231331611
2012-12-14T00:41:52.878+00:00|15393162789051|1168231429126
2012-12-14T00:42:26.430+00:00|21990232556269|1168231133132
2012-12-14T00:44:00.385+00:00|35184372088997|1168231429126
2012-12-14T00:44:36.350+00:00|35184372089126|1168231300007
2012-12-14T00:45:38.034+00:00|2199023255767|1168231420887
2012-12-14T00:46:56.720+00:00|24189255812262|1168231266001
2012-12-14T00:47:02.718+00:00|19791209300782|1168231433590
2012-12-14T00:47:19.945+00:00|21990232557020|1168231420887
2012-12-14T00:47:21.977+00:00|10995116277889|1168231266001
2012-12-14T00:49:02.461+00:00|19791209300925|1168231116008
2012-12-14T00:49:06.422+00:00|2199023256978|1168231493186
2012-12-14T00:50:21.560+00:00|37383395345811|1168231469505
2012-12-14T00:50:50.499+00:00|6597069766697|1168231421054
2012-12-14T00:52:16.400+00:00|13194139534936|1168231469505
2012-12-14T00:52:29.116+00:00|8796093022362|1168231179151
2012-12-14T00:53:03.142+00:00|32985348834242|1168231266001
2012-12-14T00:54:24.566+00:00|30786325578699|1168231189506
2012-12-14T00:54:29.674+00:00|15393162789357|1168231209686
2012-12-14T00:54:59.539+00:00|13194139534942|1168231274927
2012-12-14T00:56:52.760+00:00|2199023256576|1168231507153
2012-12-14T00:58:39.457+00:00|28587302322885|1168231470329
2012-12-14T01:00:24.461+00:00|4398046512349|1168231434995
2012-12-14T01:09:57.596+00:00|19791209301104|1168231338723
2012-12-14T01:17:40.835+00:00|15393162789104|1168231469505
2012-12-14T01:17:43.262+00:00|28587302323099|1168231429126
2012-12-14T01:18:32.617+00:00|13194139533448|1168231136258
2012-12-14T01:20:01.918+00:00|26388279067176|1168231383542
2012-12-14T01:20:06.933+00:00|17592186045371|1168231441564
2012-12-14T01:20:25.263+00:00|4398046512623|1168231441564
2012-12-14T01:22:22.416+00:00|17592186045408|1168231429126
2012-12-14T01:22:27.338+00:00|35184372089406|1168231236773
2012-12-14T01:23:18.281+00:00|30786325578297|1168231445751
2012-12-14T01:24:18.257+00:00|490|1168231237322
2012-12-14T01:26:39.019+00:00|2199023256791|1168231300607
2012-12-14T01:27:36.210+00:00|37383395345222|1168231121897
2012-12-14T01:27:53.881+00:00|37383395344412|1168231209686
2012-12-14T01:28:55.441+00:00|15393162789916|1168231309316
2012-12-14T01:29:31.829+00:00|35184372089270|1168231237322
2012-12-14T01:30:20.932+00:00|30786325578931|1168231338723
2012-12-14T01:32:02.529+00:00|30786325578706|1168231116008
2012-12-14T01:32:19.581+00:00|10995116278352|1168231469505
2012-12-14T01:34:47.244+00:00|4398046512328|1168231469505
2012-12-14T01:35:14.905+00:00|2199023256868|1168231469505
2012-12-14T01:35:29.642+00:00|21990232556466|1168231420987
2012-12-14T01:39:00.873+00:00|6597069767713|1168231187782
2012-12-14T01:39:54.860+00:00|35184372090106|1168231161194
2012-12-14T01:40:19.419+00:00|17592186045847|1168231343176
2012-12-14T01:40:36.462+00:00|13194139533839|1168231370361
2012-12-14T01:46:00.975+00:00|21990232556823|1168231133132
2012-12-14T01:47:59.683+00:00|17592186045748|1168231507499
2012-12-14T01:52:49.922+00:00|24189255812726|1168231416309
2012-12-14T01:55:20.131+00:00|26388279068219|1168231133132
2012-12-14T01:56:05.921+00:00|13194139534658|1168231491028
2012-12-14T01:57:00.064+00:00|6597069767996|1168231253349
2012-12-14T01:57:07.881+00:00|21990232555711|1168231237322
2012-12-14T02:02:27.843+00:00|17592186045996|1168231116008
2012-12-14T02:03:34.033+00:00|910|1168231159148
2012-12-14T02:05:26.917+00:00|17592186045848|1168231123519
2012-12-14T02:05:46.144+00:00|6597069766725|1168231286626
2012-12-14T02:07:15.495+00:00|32985348834665|1168231302133
2012-12-14T02:07:25.473+00:00|26388279067204|1168231383356
2012-12-14T02:08:28.955+00:00|28587302323557|1168231443054
2012-12-14T02:10:17.755+00:00|19791209300744|1168231189506
2012-12-14T02:12:39.412+00:00|24189255811684|1168231470329
2012-12-14T02:12:49.573+00:00|26388279068275|1168231420887
2012-12-14T02:13:20.950+00:00|17592186045670|1168231469505
2012-12-14T02:13:58.333+00:00|6597069767970|1168231428900
2012-12-14T02:15:06.281+00:00|26388279067204|1168231351804
2012-12-14T02:17:58.143+00:00|28587302322805|1168231286626
2012-12-14T02:19:19.428+00:00|28587302322395|1168231493446
2012-12-14T02:20:50.194+00:00|8796093022932|1168231416309
2012-12-14T02:23:51.132+00:00|10995116278952|1168231428900
2012-12-14T02:25:43.990+00:00|26388279067426|1168231415432
2012-12-14T02:27:06.215+00:00|13194139534792|1168231202350
2012-12-14T02:27:07.102+00:00|2199023256031|1168231302538
2012-12-14T02:32:55.073+00:00|24189255812512|1168231286626
2012-12-14T02:36:12.777+00:00|28587302322210|1168231445751
2012-12-14T02:37:49.531+00:00|26388279066773|1168231393386
2012-12-14T02:38:01.084+00:00|15393162789031|1168231133132
2012-12-14T02:38:46.610+00:00|2199023256858|1168231469505
2012-12-14T02:39:50.586+00:00|24189255811415|1168231333404
2012-12-14T02:40:26.677+00:00|13194139534424|1168231236773
2012-12-14T02:45:03.367+00:00|21990232555639|1168231263742
2012-12-14T02:46:06.409+00:00|30786325577944|1168231477099
2012-12-14T02:48:10.490+00:00|10995116278691|1168231480505
2012-12-14T02:49:25.474+00:00|15393162789824|1168231370361
2012-12-14T02:52:18.975+00:00|26388279066772|1168231343176
2012-12-14T02:55:02.295+00:00|35184372089275|1168231380047
2012-12-14T02:55:25.223+00:00|26388279067426|1168231116008
2012-12-14T02:55:40.561+00:00|32985348833291|1168231300607
2012-12-14T02:56:45.392+00:00|4398046511357|1168231429126
2012-12-14T02:58:53.060+00:00|21990232555639|1168231161194
2012-12-14T03:00:25.382+00:00|30786325578777|1168231133132
2012-12-14T03:05:35.977+00:00|13194139534777|1168231309316
2012-12-14T03:07:52.170+00:00|483|1168231416309
2012-12-14T03:08:05.617+00:00|6597069766769|1168231380047
2012-12-14T03:11:09.951+00:00|599|1168231202347
2012-12-14T03:12:08.772+00:00|28587302322542|1168231217789
2012-12-14T03:12:52.484+00:00|15393162789639|1168231428900
2012-12-14T03:13:49.644+00:00|21990232555642|1168231441564
2012-12-14T03:15:58.182+00:00|10995116278390|1168231420887
2012-12-14T03:18:51.755+00:00|15393162789532|1168231469505
2012-12-14T03:20:19.104+00:00|15393162789340|1168231237322
2012-12-14T03:20:42.134+00:00|4398046512392|1168231209686
2012-12-14T03:22:23.516+00:00|2199023256183|1168231324793
2012-12-14T03:24:45.687+00:00|19791209300092|1168231158837
2012-12-14T03:25:45.133+00:00|19791209300789|1168231286626
2012-12-14T03:26:22.279+00:00|8796093023573|1168231118658
2012-12-14T03:28:05.710+00:00|26388279067293|1168231493446
2012-12-14T03:29:29.353+00:00|35184372090346|1168231343176
2012-12-14T03:32:20.539+00:00|46|1168231469505
2012-12-14T03:33:08.071+00:00|13194139533620|1168231121897
2012-12-14T03:33:36.657+00:00|35184372089942|1168231202350
2012-12-14T03:34:12.402+00:00|1681|1168231469505
2012-12-14T03:37:38.307+00:00|4398046512700|1168231385202
2012-12-14T03:38:49.718+00:00|19791209300541|1168231237322
2012-12-14T03:42:04.977+00:00|10995116278912|1168231469505
2012-12-14T03:42:42.291+00:00|10995116277934|1168231459267
2012-12-14T03:42:47.943+00:00|35184372090502|1168231351804
2012-12-14T03:43:39.299+00:00|1467|1168231237322
2012-12-14T03:46:18.342+00:00|37383395345191|1168231322878
2012-12-14T03:46:42.730+00:00|15393162789023|1168231302133
2012-12-14T03:46:43.278+00:00|17592186045707|1168231130610
2012-12-14T03:49:01.755+00:00|28587302322534|1168231429126
2012-12-14T03:49:03.004+00:00|30786325578829|1168231503385
2012-12-14T03:52:07.431+00:00|15393162790022|1168231232743
2012-12-14T03:52:28.486+00:00|19791209300778|1168231121897
2012-12-14T03:53:18.864+00:00|30786325577990|1168231343176
2012-12-14T03:56:45.099+00:00|1286|1168231469505
2012-12-14T03:57:46.581+00:00|16|1168231286626
2012-12-14T03:58:57.878+00:00|37383395345141|1168231251412
2012-12-14T03:59:34.279+00:00|8796093023782|1168231163813
2012-12-14T03:59:34.656+00:00|37383395345948|1168231224014
2012-12-14T04:00:48.519+00:00|19791209300744|1168231234164
2012-12-14T04:00:52.587+00:00|24189255811917|1168231136258
2012-12-14T04:01:58.581+00:00|35184372089264|1168231379479
