creationDate|id|imageFile|locationIP|browserUsed|language|content|length|CreatorPersonId|ContainerForumId|LocationCountryId
2012-12-25T02:21:03.692+00:00|1168231108619|photo1168231108619.jpg|58.145.168.54|Chrome|||0|35184372088834|1168231104900|51
2012-12-25T02:21:04.692+00:00|1168231108620|photo1168231108620.jpg|58.145.168.54|Chrome|||0|35184372088834|1168231104900|51
2012-12-25T02:21:05.692+00:00|1168231108621|photo1168231108621.jpg|58.145.168.54|Chrome|||0|35184372088834|1168231104900|51
2012-12-25T02:21:06.692+00:00|1168231108622|photo1168231108622.jpg|58.145.168.54|Chrome|||0|35184372088834|1168231104900|51
2012-12-25T02:21:07.692+00:00|1168231108623|photo1168231108623.jpg|58.145.168.54|Chrome|||0|35184372088834|1168231104900|51
2012-12-25T06:13:35.005+00:00|1168231107332|photo1168231107332.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:36.005+00:00|1168231107333|photo1168231107333.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:37.005+00:00|1168231107334|photo1168231107334.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:38.005+00:00|1168231107335|photo1168231107335.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:39.005+00:00|1168231107336|photo1168231107336.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:40.005+00:00|1168231107337|photo1168231107337.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:41.005+00:00|1168231107338|photo1168231107338.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:42.005+00:00|1168231107339|photo1168231107339.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:43.005+00:00|1168231107340|photo1168231107340.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:44.005+00:00|1168231107341|photo1168231107341.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:45.005+00:00|1168231107342|photo1168231107342.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:46.005+00:00|1168231107343|photo1168231107343.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
2012-12-25T06:13:47.005+00:00|1168231107344|photo1168231107344.jpg|1.29.220.142|Chrome|||0|21990232555527|1168231104794|1
