deletionDate|id
2012-12-16T00:45:43.031+00:00|1168231294411
2012-12-16T01:02:45.781+00:00|1168231111453
2012-12-16T01:25:37.841+00:00|1168231333757
2012-12-16T01:25:50.835+00:00|1168231145926
2012-12-16T03:24:53.493+00:00|1168231432687
2012-12-16T04:23:21.746+00:00|1168231459549
2012-12-16T04:33:15.608+00:00|1168231188849
2012-12-16T04:45:11.833+00:00|1168231345995
2012-12-16T05:10:48.770+00:00|1168231486648
2012-12-16T05:54:38.058+00:00|1168231500433
2012-12-16T06:18:06.241+00:00|1168231298723
2012-12-16T06:33:58.291+00:00|1168231128336
2012-12-16T06:48:27.455+00:00|1168231207042
2012-12-16T07:14:47.817+00:00|1168231483447
2012-12-16T07:47:22.256+00:00|1168231130988
2012-12-16T09:56:43.166+00:00|1168231246374
2012-12-16T09:57:24.319+00:00|1168231230765
2012-12-16T10:34:20.811+00:00|1168231320362
2012-12-16T11:44:58.457+00:00|1168231173576
2012-12-16T12:19:57.048+00:00|1168231261988
2012-12-16T18:35:54.480+00:00|1168231463904
2012-12-16T19:11:14.103+00:00|1168231457725
2012-12-16T19:15:56.025+00:00|1168231437377
2012-12-16T20:18:02.483+00:00|1168231262532
2012-12-16T21:00:22.581+00:00|1168231172863
2012-12-16T22:44:52.617+00:00|1168231326752
2012-12-16T23:17:42.858+00:00|1168231271793
2012-12-16T23:26:53.567+00:00|1168231345725
2012-12-16T23:44:12.840+00:00|1168231326591
