creationDate|PersonId|PostId
2010-11-30T13:33:46.561+00:00|910|343597383695
2010-11-30T13:33:46.562+00:00|8796093023077|343597383695
2010-11-30T13:33:46.566+00:00|10995116278132|343597383695
2010-11-30T13:33:46.565+00:00|10995116279024|343597383695
2010-03-26T00:21:45.538+00:00|910|68719476767
2010-03-22T10:42:39.343+00:00|910|68719476771
2012-09-01T00:53:11.763+00:00|8796093023077|1030792151121
2012-08-27T04:29:34.709+00:00|10995116279024|1030792151130
2012-08-26T10:32:54.928+00:00|28587302322542|1030792151138
2010-05-29T01:22:16.253+00:00|910|137438953577
2010-05-29T14:20:30.894+00:00|910|137438953583
2011-01-16T07:59:34.565+00:00|8796093023077|412316860559
2011-01-14T19:05:41.389+00:00|910|412316860568
2011-01-14T22:03:07.936+00:00|8796093023077|412316860568
2011-01-10T15:08:39.588+00:00|10995116279024|412316860568
2011-01-12T06:07:11.622+00:00|10995116279024|412316860574
2011-01-16T07:53:54.251+00:00|910|412316860578
2011-09-11T23:40:42.545+00:00|10995116278132|618475290801
2010-07-04T00:25:36.576+00:00|910|137438953668
2011-12-31T23:49:34.802+00:00|910|755914244296
2011-12-28T15:26:44.555+00:00|8796093023077|755914244296
2012-01-02T17:35:16.042+00:00|10995116278132|755914244296
2011-12-29T06:01:13.404+00:00|17592186044566|755914244296
2012-01-03T12:06:09.915+00:00|21990232556617|755914244296
2010-12-27T19:46:09.191+00:00|8796093023077|343597383893
2010-12-25T04:02:55.808+00:00|910|343597383895
2010-12-26T08:03:13.587+00:00|8796093023077|343597383895
2010-12-27T08:13:18.668+00:00|10995116278132|343597383895
2010-12-28T04:03:33.234+00:00|10995116279024|343597383895
2010-11-02T20:04:49.825+00:00|8796093023077|274877907185
2010-11-07T12:01:14.776+00:00|10995116279024|274877907185
2012-03-14T16:27:42.807+00:00|910|893353197830
2012-03-10T19:29:39.079+00:00|8796093023077|893353197830
2012-03-14T19:20:39.815+00:00|10995116278132|893353197830
2012-03-14T10:52:53.074+00:00|10995116279024|893353197830
2012-03-11T15:21:01.797+00:00|17592186044566|893353197830
2012-03-14T13:38:31.587+00:00|26388279067210|893353197830
2012-03-13T12:05:54.511+00:00|8796093023077|893353197833
2012-07-03T14:17:51.756+00:00|8796093023077|962072674578
2012-07-05T00:02:12.542+00:00|10995116278132|962072674578
2012-06-30T15:42:48.631+00:00|10995116279024|962072674578
2012-06-30T15:10:20.646+00:00|21990232556617|962072674578
2012-07-04T09:20:34.071+00:00|28587302322542|962072674578
2012-07-05T08:15:35.930+00:00|8796093023077|962072674579
2012-06-29T20:11:56.998+00:00|10995116278132|962072674579
2012-07-04T15:09:26.880+00:00|10995116279024|962072674579
2012-07-05T03:58:25.963+00:00|21990232556617|962072674579
2012-06-29T09:30:48.704+00:00|28587302322542|962072674579
2011-08-29T09:39:42.206+00:00|910|618475290939
2011-08-31T07:28:55.991+00:00|10995116278132|618475290939
2011-09-03T11:05:50.204+00:00|17592186044566|618475290939
2010-12-04T20:48:58.220+00:00|910|343597384004
2012-06-13T19:40:17.485+00:00|42|962072674714
2012-06-15T16:55:38.963+00:00|910|962072674714
2012-06-10T00:38:57.458+00:00|6597069767381|962072674714
2012-06-11T21:37:31.346+00:00|10995116279197|962072674714
2012-06-10T08:53:31.859+00:00|13194139534507|962072674714
2012-06-13T02:40:13.603+00:00|17592186045813|962072674714
2012-06-11T19:32:06.027+00:00|19791209301104|962072674714
2012-06-09T12:45:57.958+00:00|21990232555855|962072674714
2012-06-15T09:34:18.560+00:00|21990232556064|962072674714
2012-06-09T11:31:09.911+00:00|26388279067332|962072674714
2011-02-18T09:53:30.361+00:00|42|412316860898
2011-02-18T04:36:24.511+00:00|910|412316860898
2011-02-19T18:32:19.802+00:00|6597069767381|412316860898
2011-02-19T00:35:22.214+00:00|10995116279197|412316860898
2011-02-16T11:09:27.713+00:00|13194139534507|412316860898
2012-06-20T15:23:22.317+00:00|8796093023616|962072675121
