deletionDate|id
2012-12-23T00:32:35.494+00:00|1168231437383
2012-12-23T01:57:49.082+00:00|1168231312960
2012-12-23T02:01:51.652+00:00|1168231506594
2012-12-23T06:16:19.334+00:00|1168231506602
2012-12-23T06:16:21.247+00:00|1168231506604
2012-12-23T06:16:33.504+00:00|1168231506616
2012-12-23T06:57:34.650+00:00|1168231496391
2012-12-23T10:14:30.342+00:00|1168231507294
2012-12-23T11:24:10.147+00:00|1168231128618
2012-12-23T15:29:39.765+00:00|1168231503889
2012-12-23T16:13:11.763+00:00|1168231319717
2012-12-23T22:05:42.910+00:00|1168231494276
2012-12-23T22:08:48.733+00:00|1168231146106
