creationDate|PostId|TagId
2012-12-29T00:15:09.181+00:00|1168231189453|6440
2012-12-29T00:18:02.561+00:00|1168231175775|9896
2012-12-29T00:20:01.170+00:00|1168231301616|1489
2012-12-29T00:43:04.010+00:00|1168231299701|147
2012-12-29T01:06:12.206+00:00|1168231197687|7534
2012-12-29T01:14:24.173+00:00|1168231338693|273
2012-12-29T01:17:41.726+00:00|1168231504959|3010
2012-12-29T01:18:33.726+00:00|1168231362679|3096
2012-12-29T01:36:31.608+00:00|1168231290986|7594
2012-12-29T01:40:07.891+00:00|1168231290990|7594
2012-12-29T01:43:10.484+00:00|1168231348577|11541
2012-12-29T02:09:38.786+00:00|1168231481453|6733
2012-12-29T02:21:03.927+00:00|1168231479959|205
2012-12-29T02:21:03.927+00:00|1168231479959|292
2012-12-29T02:21:03.927+00:00|1168231479959|1032
2012-12-29T02:21:03.927+00:00|1168231479959|2810
2012-12-29T02:21:03.927+00:00|1168231479959|2838
2012-12-29T02:21:03.927+00:00|1168231479959|6360
2012-12-29T02:24:42.605+00:00|1168231300309|147
2012-12-29T02:37:43.543+00:00|1168231508581|1938
2012-12-29T03:38:35.850+00:00|1168231321886|2888
2012-12-29T03:44:25.464+00:00|1168231371252|61
2012-12-29T03:46:13.628+00:00|1168231111842|2951
2012-12-29T03:55:38.616+00:00|1168231348309|11541
2012-12-29T03:56:32.953+00:00|1168231311229|1733
2012-12-29T04:09:38.080+00:00|1168231500624|1762
2012-12-29T04:14:43.480+00:00|1168231302388|1489
2012-12-29T04:28:51.126+00:00|1168231293800|5063
2012-12-29T05:08:23.746+00:00|1168231481304|6733
2012-12-29T05:17:56.991+00:00|1168231301038|1489
2012-12-29T05:22:05.013+00:00|1168231504015|2777
2012-12-29T06:18:58.013+00:00|1168231193101|1954
2012-12-29T06:20:16.559+00:00|1168231262262|790
2012-12-29T06:41:48.501+00:00|1168231172611|1953
2012-12-29T06:41:48.959+00:00|1168231204750|1984
2012-12-29T06:45:48.092+00:00|1168231121328|1153
2012-12-29T06:53:57.220+00:00|1168231123087|1153
2012-12-29T07:00:39.596+00:00|1168231187324|973
2012-12-29T07:25:27.335+00:00|1168231334161|2781
2012-12-29T07:27:43.072+00:00|1168231371001|61
2012-12-29T07:38:43.454+00:00|1168231312801|1733
2012-12-29T07:55:00.940+00:00|1168231371225|61
2012-12-29T07:57:00.985+00:00|1168231505126|3010
2012-12-29T08:00:33.899+00:00|1168231178486|2041
2012-12-29T08:35:21.963+00:00|1168231290270|7594
