deletionDate|PersonId|CommentId
2012-12-02T02:25:43.290+00:00|24189255811415|1168231480786
2012-12-02T04:01:45.640+00:00|37383395345096|1168231111485
2012-12-02T06:03:15.100+00:00|21990232556617|1168231302274
2012-12-02T07:37:30.501+00:00|15393162789178|1168231122116
2012-12-02T08:50:59.776+00:00|17592186044887|1168231357057
2012-12-02T09:06:00.717+00:00|19791209300650|1168231414660
2012-12-02T10:50:05.443+00:00|448|1168231196556
2012-12-02T15:37:31.765+00:00|35184372088856|1168231155649
2012-12-02T16:44:23.176+00:00|21990232556064|1168231341976
2012-12-02T17:47:28.631+00:00|17592186045996|1168231178839
2012-12-02T18:37:03.686+00:00|4398046512392|1168231292838
2012-12-02T18:43:44.546+00:00|10995116278083|1168231122337
2012-12-02T19:08:26.966+00:00|30786325578533|1168231463414
2012-12-02T20:26:20.942+00:00|28587302322838|1168231486912
2012-12-02T22:00:23.915+00:00|32985348833610|1168231238769
2012-12-02T22:56:19.577+00:00|2199023256472|1168231238769
2012-12-02T23:02:47.418+00:00|6597069766709|1168231178839
