creationDate|ForumId|PersonId
2012-12-27T00:05:27.447+00:00|687194781188|37383395345249
2012-12-27T00:05:27.447+00:00|1168231121260|21990232557020
2012-12-27T00:11:56.624+00:00|687194779382|13194139534951
2012-12-27T00:20:24.413+00:00|412316867830|35184372089126
2012-12-27T00:29:55.293+00:00|1168231121179|15393162789600
2012-12-27T00:37:04.621+00:00|206158435927|37383395344903
2012-12-27T00:37:04.621+00:00|1168231121228|6597069767080
2012-12-27T00:41:06.052+00:00|1168231121178|13194139534792
2012-12-27T00:43:27.478+00:00|68719479104|37383395344878
2012-12-27T00:43:27.478+00:00|1168231121226|2199023256183
2012-12-27T00:52:52.692+00:00|137438957756|26388279066771
2012-12-27T00:52:52.692+00:00|824633735645|4398046511934
2012-12-27T00:54:31.180+00:00|549755825532|35184372089798
2012-12-27T00:54:31.180+00:00|1099511644348|17592186044574
2012-12-27T00:55:12.262+00:00|137438958784|37383395345920
2012-12-27T00:55:12.262+00:00|1168231121311|4398046512803
2012-12-27T00:57:43.751+00:00|687194772566|6597069767722
2012-12-27T00:58:06.091+00:00|137438958249|37383395344878
2012-12-27T00:58:06.091+00:00|1168231121226|4398046512273
2012-12-27T00:58:34.026+00:00|822|37383395344525
2012-12-27T00:58:34.026+00:00|1168231121203|910
2012-12-27T00:59:38.409+00:00|524|37383395345531
2012-12-27T00:59:38.409+00:00|1168231121280|690
2012-12-27T01:00:55.105+00:00|1168231116858|2199023255851
2012-12-27T01:00:55.105+00:00|1168231116858|2199023257149
2012-12-27T01:00:55.105+00:00|1168231116858|6597069768249
2012-12-27T01:00:55.105+00:00|1168231116858|10995116278449
2012-12-27T01:00:55.105+00:00|1168231116858|15393162789145
2012-12-27T01:00:55.105+00:00|1168231116858|19791209300778
2012-12-27T01:00:55.105+00:00|1168231116858|19791209301454
2012-12-27T01:00:55.105+00:00|1168231116858|21990232557164
2012-12-27T01:00:55.105+00:00|1168231116858|24189255811081
2012-12-27T01:00:55.105+00:00|1168231116858|24189255811433
2012-12-27T01:00:55.105+00:00|1168231116858|24189255812167
2012-12-27T01:00:55.105+00:00|1168231116858|26388279067210
2012-12-27T01:00:55.105+00:00|1168231116858|26388279067426
2012-12-27T01:00:55.105+00:00|1168231116858|28587302323557
2012-12-27T01:00:55.105+00:00|1168231116858|37383395344878
2012-12-27T01:06:33.662+00:00|68719479888|32985348834006
2012-12-27T01:06:33.662+00:00|1030792167372|2199023256904
2012-12-27T01:08:19.725+00:00|1168231107309|786
2012-12-27T01:13:32.147+00:00|618475303190|32985348833576
2012-12-27T01:13:32.147+00:00|1030792167288|19791209300502
2012-12-27T01:16:06.573+00:00|137438957627|32985348834574
2012-12-27T01:16:06.573+00:00|1030792167467|4398046511851
2012-12-27T01:17:06.355+00:00|1168231118826|8796093023537
