creationDate|PersonId|TagId
2010-01-03T15:10:31.499+00:00|14|139
2010-01-03T15:10:31.499+00:00|14|290
2010-01-03T15:10:31.499+00:00|14|584
2010-01-03T15:10:31.499+00:00|14|779
2010-01-03T15:10:31.499+00:00|14|781
2010-01-03T15:10:31.499+00:00|14|782
2010-01-03T15:10:31.499+00:00|14|783
2010-01-03T15:10:31.499+00:00|14|804
2010-01-03T15:10:31.499+00:00|14|1031
2010-01-03T15:10:31.499+00:00|14|1621
2010-01-03T15:10:31.499+00:00|14|1760
2010-01-03T15:10:31.499+00:00|14|1763
2010-01-03T15:10:31.499+00:00|14|1997
2010-01-03T15:10:31.499+00:00|14|2001
2010-01-03T15:10:31.499+00:00|14|2008
2010-01-03T15:10:31.499+00:00|14|2031
2010-01-03T15:10:31.499+00:00|14|2038
2010-01-03T15:10:31.499+00:00|14|2045
2010-01-03T15:10:31.499+00:00|14|2067
2010-01-03T15:10:31.499+00:00|14|2074
2010-01-03T15:10:31.499+00:00|14|2794
2010-01-03T15:10:31.499+00:00|14|2797
2010-01-03T15:10:31.499+00:00|14|2824
2010-01-03T15:10:31.499+00:00|14|2825
2010-01-03T15:10:31.499+00:00|14|2826
2010-01-03T15:10:31.499+00:00|14|2865
2010-01-03T15:10:31.499+00:00|14|2870
2010-01-03T15:10:31.499+00:00|14|2908
2010-01-03T15:10:31.499+00:00|14|2938
2010-01-03T15:10:31.499+00:00|14|2942
2010-01-03T15:10:31.499+00:00|14|2999
2010-01-03T15:10:31.499+00:00|14|3020
2010-01-03T15:10:31.499+00:00|14|3035
2010-01-03T15:10:31.499+00:00|14|3041
2010-01-03T15:10:31.499+00:00|14|3043
2010-01-03T15:10:31.499+00:00|14|3044
2010-01-03T15:10:31.499+00:00|14|5063
2010-01-03T15:10:31.499+00:00|14|5156
2010-01-03T15:10:31.499+00:00|14|5163
2010-01-03T15:10:31.499+00:00|14|6763
2010-01-03T15:10:31.499+00:00|14|6887
2010-01-03T15:10:31.499+00:00|14|6991
2010-01-03T15:10:31.499+00:00|14|7148
2010-01-03T15:10:31.499+00:00|14|7507
2010-01-03T15:10:31.499+00:00|14|7517
2010-01-03T15:10:31.499+00:00|14|8225
2010-01-03T15:10:31.499+00:00|14|8372
2010-01-03T15:10:31.499+00:00|14|10712
2010-01-03T15:10:31.499+00:00|14|10925
2010-01-03T15:10:31.499+00:00|14|11515
2010-01-03T15:10:31.499+00:00|14|11582
2010-01-31T13:13:03.929+00:00|16|4843
2010-01-19T13:51:10.863+00:00|27|291
2010-01-19T13:51:10.863+00:00|27|470
2010-01-19T13:51:10.863+00:00|27|973
2010-01-19T13:51:10.863+00:00|27|974
2010-01-19T13:51:10.863+00:00|27|1023
2010-01-19T13:51:10.863+00:00|27|1175
2010-01-19T13:51:10.863+00:00|27|1398
2010-01-19T13:51:10.863+00:00|27|1532
2010-01-19T13:51:10.863+00:00|27|1749
2010-01-19T13:51:10.863+00:00|27|1763
2010-01-19T13:51:10.863+00:00|27|1985
2010-01-19T13:51:10.863+00:00|27|1986
2010-01-19T13:51:10.863+00:00|27|1992
2010-01-19T13:51:10.863+00:00|27|2114
2010-01-19T13:51:10.863+00:00|27|2777
2010-01-19T13:51:10.863+00:00|27|2785
2010-01-19T13:51:10.863+00:00|27|2789
2010-01-19T13:51:10.863+00:00|27|2791
2010-01-19T13:51:10.863+00:00|27|2793
2010-01-19T13:51:10.863+00:00|27|2864
2010-01-19T13:51:10.863+00:00|27|2895
2010-01-19T13:51:10.863+00:00|27|2942
2010-01-19T13:51:10.863+00:00|27|2959
2010-01-19T13:51:10.863+00:00|27|2979
2010-01-19T13:51:10.863+00:00|27|2984
2010-01-19T13:51:10.863+00:00|27|2991
2010-01-19T13:51:10.863+00:00|27|2998
2010-01-19T13:51:10.863+00:00|27|3005
2010-01-19T13:51:10.863+00:00|27|3013
2010-01-19T13:51:10.863+00:00|27|3025
2010-01-19T13:51:10.863+00:00|27|3027
2010-01-19T13:51:10.863+00:00|27|3046
2010-01-19T13:51:10.863+00:00|27|5114
2010-01-19T13:51:10.863+00:00|27|5192
2010-01-19T13:51:10.863+00:00|27|6340
2010-01-19T13:51:10.863+00:00|27|6383
2010-01-19T13:51:10.863+00:00|27|6740
2010-01-19T13:51:10.863+00:00|27|6980
2010-01-19T13:51:10.863+00:00|27|6987
2010-01-19T13:51:10.863+00:00|27|7522
2010-01-19T13:51:10.863+00:00|27|9638
2010-01-19T13:51:10.863+00:00|27|10449
2010-01-19T13:51:10.863+00:00|27|10513
2010-01-19T13:51:10.863+00:00|27|11824
2010-01-19T23:03:07.674+00:00|33|282
2010-01-19T23:03:07.674+00:00|33|458
2010-01-19T23:03:07.674+00:00|33|775
2010-01-19T23:03:07.674+00:00|33|778
2010-01-19T23:03:07.674+00:00|33|779
2010-01-19T23:03:07.674+00:00|33|781
2010-01-19T23:03:07.674+00:00|33|796
2010-01-19T23:03:07.674+00:00|33|1164
2010-01-19T23:03:07.674+00:00|33|1446
2010-01-19T23:03:07.674+00:00|33|1506
2010-01-19T23:03:07.674+00:00|33|1984
2010-01-19T23:03:07.674+00:00|33|1988
2010-01-19T23:03:07.674+00:00|33|2004
2010-01-19T23:03:07.674+00:00|33|2007
2010-01-19T23:03:07.674+00:00|33|2011
2010-01-19T23:03:07.674+00:00|33|2017
2010-01-19T23:03:07.674+00:00|33|2044
2010-01-19T23:03:07.674+00:00|33|2051
2010-01-19T23:03:07.674+00:00|33|2056
2010-01-19T23:03:07.674+00:00|33|2058
2010-01-19T23:03:07.674+00:00|33|2065
2010-01-19T23:03:07.674+00:00|33|2100
2010-01-19T23:03:07.674+00:00|33|2119
2010-01-19T23:03:07.674+00:00|33|2778
2010-01-19T23:03:07.674+00:00|33|2804
2010-01-19T23:03:07.674+00:00|33|2806
2010-01-19T23:03:07.674+00:00|33|2819
2010-01-19T23:03:07.674+00:00|33|2832
2010-01-19T23:03:07.674+00:00|33|2833
2010-01-19T23:03:07.674+00:00|33|2846
2010-01-19T23:03:07.674+00:00|33|2852
2010-01-19T23:03:07.674+00:00|33|2916
2010-01-19T23:03:07.674+00:00|33|2945
2010-01-19T23:03:07.674+00:00|33|2961
2010-01-19T23:03:07.674+00:00|33|2979
2010-01-19T23:03:07.674+00:00|33|2990
2010-01-19T23:03:07.674+00:00|33|3044
2010-01-19T23:03:07.674+00:00|33|3056
2010-01-19T23:03:07.674+00:00|33|3059
2010-01-19T23:03:07.674+00:00|33|3077
2010-01-19T23:03:07.674+00:00|33|3089
2010-01-19T23:03:07.674+00:00|33|4955
2010-01-19T23:03:07.674+00:00|33|5067
2010-01-19T23:03:07.674+00:00|33|5182
2010-01-19T23:03:07.674+00:00|33|5196
2010-01-19T23:03:07.674+00:00|33|6004
2010-01-19T23:03:07.674+00:00|33|6383
2010-01-19T23:03:07.674+00:00|33|6413
2010-01-19T23:03:07.674+00:00|33|6740
2010-01-19T23:03:07.674+00:00|33|6981
2010-01-19T23:03:07.674+00:00|33|6985
2010-01-19T23:03:07.674+00:00|33|7032
2010-01-19T23:03:07.674+00:00|33|7089
2010-01-19T23:03:07.674+00:00|33|7218
2010-01-19T23:03:07.674+00:00|33|7516
2010-01-19T23:03:07.674+00:00|33|7523
2010-01-19T23:03:07.674+00:00|33|9063
2010-01-19T23:03:07.674+00:00|33|9317
2010-01-19T23:03:07.674+00:00|33|10037
2010-01-19T23:03:07.674+00:00|33|14791
2010-01-20T07:32:07.566+00:00|42|458
2010-01-20T07:32:07.566+00:00|42|806
2010-01-20T07:32:07.566+00:00|42|1668
2010-01-20T07:32:07.566+00:00|42|1670
2010-01-20T07:32:07.566+00:00|42|1985
2010-01-20T07:32:07.566+00:00|42|1993
2010-01-20T07:32:07.566+00:00|42|2011
2010-01-20T07:32:07.566+00:00|42|2066
2010-01-20T07:32:07.566+00:00|42|2785
2010-01-20T07:32:07.566+00:00|42|2788
2010-01-20T07:32:07.566+00:00|42|2794
2010-01-20T07:32:07.566+00:00|42|2898
2010-01-20T07:32:07.566+00:00|42|2929
2010-01-20T07:32:07.566+00:00|42|2953
2010-01-20T07:32:07.566+00:00|42|2968
2010-01-20T07:32:07.566+00:00|42|2969
2010-01-20T07:32:07.566+00:00|42|3073
2010-01-20T07:32:07.566+00:00|42|5115
2010-01-20T07:32:07.566+00:00|42|5170
