creationDate|ForumId|PersonId
2012-12-30T02:13:21.123+00:00|1168231104894|13194139533352
2012-12-30T04:13:59.000+00:00|1168231104894|10995116277761
2012-12-30T07:50:11.971+00:00|1168231104894|32985348833291
2012-12-30T08:44:16.824+00:00|1168231104898|13194139533355
2012-12-30T08:44:16.824+00:00|1168231104898|28587302322180
2012-12-30T12:41:02.845+00:00|1168231104894|2199023255594
2012-12-30T13:11:21.593+00:00|1168231104894|13194139533355
2012-12-30T16:11:47.724+00:00|1030792151326|35184372088850
2012-12-30T16:27:32.092+00:00|1168231104894|6597069766702
2012-12-30T17:52:27.614+00:00|1168231104894|32985348833318
2012-12-30T19:07:04.937+00:00|1099511628157|35184372088856
2012-12-30T20:32:08.636+00:00|1168231104894|28587302322191
2012-12-30T20:39:46.544+00:00|1168231104894|21990232555527
