creationDate|CommentId|TagId
2012-12-08T00:01:08.320+00:00|1168231117540|1799
2012-12-08T00:01:08.320+00:00|1168231117540|12020
2012-12-08T00:03:12.609+00:00|1168231374873|2804
2012-12-08T00:11:21.807+00:00|1168231302383|1185
2012-12-08T00:11:21.807+00:00|1168231302383|1548
2012-12-08T00:12:47.444+00:00|1168231240613|3079
2012-12-08T00:13:14.353+00:00|1168231269253|584
2012-12-08T00:13:14.353+00:00|1168231269253|785
2012-12-08T00:13:14.353+00:00|1168231269253|2093
2012-12-08T00:13:14.353+00:00|1168231269253|2117
2012-12-08T00:13:14.353+00:00|1168231269253|2793
2012-12-08T00:13:14.353+00:00|1168231269253|6954
2012-12-08T00:13:14.353+00:00|1168231269253|8209
2012-12-08T00:13:14.353+00:00|1168231269253|14714
2012-12-08T00:17:31.883+00:00|1168231424199|2846
2012-12-08T00:21:14.251+00:00|1168231361665|9142
2012-12-08T00:22:47.673+00:00|1168231439801|2072
2012-12-08T00:22:47.673+00:00|1168231439801|2870
2012-12-08T00:22:47.673+00:00|1168231439801|2971
2012-12-08T00:22:47.673+00:00|1168231439801|3067
2012-12-08T00:22:47.673+00:00|1168231439801|4848
2012-12-08T00:29:02.746+00:00|1168231361594|1190
2012-12-08T00:29:02.746+00:00|1168231361594|7579
2012-12-08T00:29:02.746+00:00|1168231361594|9270
2012-12-08T00:33:29.203+00:00|1168231297088|2077
2012-12-08T00:33:29.203+00:00|1168231297088|7020
2012-12-08T00:33:29.203+00:00|1168231297088|9052
2012-12-08T00:35:48.500+00:00|1168231198618|2078
2012-12-08T00:35:48.500+00:00|1168231198618|2805
2012-12-08T00:35:48.500+00:00|1168231198618|5070
2012-12-08T00:35:48.500+00:00|1168231198618|5820
2012-12-08T00:35:48.500+00:00|1168231198618|6378
2012-12-08T00:35:48.500+00:00|1168231198618|7321
2012-12-08T00:35:48.500+00:00|1168231198618|8399
2012-12-08T00:35:48.500+00:00|1168231198618|9104
2012-12-08T00:35:48.500+00:00|1168231198618|11739
2012-12-08T00:35:48.500+00:00|1168231198618|12283
2012-12-08T00:35:48.500+00:00|1168231198618|14708
2012-12-08T00:36:32.633+00:00|1168231198917|809
2012-12-08T00:36:32.633+00:00|1168231198917|1178
