creationDate|ForumId|TagId
2010-01-03T15:10:41.499+00:00|0|139
2010-01-03T15:10:41.499+00:00|0|290
2010-01-03T15:10:41.499+00:00|0|584
2010-01-03T15:10:41.499+00:00|0|779
2010-01-03T15:10:41.499+00:00|0|781
2010-01-03T15:10:41.499+00:00|0|782
2010-01-03T15:10:41.499+00:00|0|783
2010-01-03T15:10:41.499+00:00|0|804
2010-01-03T15:10:41.499+00:00|0|1031
2010-01-03T15:10:41.499+00:00|0|1621
2010-01-03T15:10:41.499+00:00|0|1760
2010-01-03T15:10:41.499+00:00|0|1763
2010-01-03T15:10:41.499+00:00|0|1997
2010-01-03T15:10:41.499+00:00|0|2001
2010-01-03T15:10:41.499+00:00|0|2008
2010-01-03T15:10:41.499+00:00|0|2031
2010-01-03T15:10:41.499+00:00|0|2038
2010-01-03T15:10:41.499+00:00|0|2045
2010-01-03T15:10:41.499+00:00|0|2067
2010-01-03T15:10:41.499+00:00|0|2074
2010-01-03T15:10:41.499+00:00|0|2794
2010-01-03T15:10:41.499+00:00|0|2797
2010-01-03T15:10:41.499+00:00|0|2824
2010-01-03T15:10:41.499+00:00|0|2825
2010-01-03T15:10:41.499+00:00|0|2826
2010-01-03T15:10:41.499+00:00|0|2865
2010-01-03T15:10:41.499+00:00|0|2870
2010-01-03T15:10:41.499+00:00|0|2908
2010-01-03T15:10:41.499+00:00|0|2938
2010-01-03T15:10:41.499+00:00|0|2942
2010-01-03T15:10:41.499+00:00|0|2999
2010-01-03T15:10:41.499+00:00|0|3020
2010-01-03T15:10:41.499+00:00|0|3035
2010-01-03T15:10:41.499+00:00|0|3041
2010-01-03T15:10:41.499+00:00|0|3043
2010-01-03T15:10:41.499+00:00|0|3044
2010-01-03T15:10:41.499+00:00|0|5063
2010-01-03T15:10:41.499+00:00|0|5156
2010-01-03T15:10:41.499+00:00|0|5163
2010-01-03T15:10:41.499+00:00|0|6763
2010-01-03T15:10:41.499+00:00|0|6887
2010-01-03T15:10:41.499+00:00|0|6991
2010-01-03T15:10:41.499+00:00|0|7148
2010-01-03T15:10:41.499+00:00|0|7507
2010-01-03T15:10:41.499+00:00|0|7517
2010-01-03T15:10:41.499+00:00|0|8225
2010-01-03T15:10:41.499+00:00|0|8372
2010-01-03T15:10:41.499+00:00|0|10712
2010-01-03T15:10:41.499+00:00|0|10925
2010-01-03T15:10:41.499+00:00|0|11515
2010-01-03T15:10:41.499+00:00|0|11582
2011-01-05T07:53:22.174+00:00|412316860417|1031
2012-05-11T03:26:01.467+00:00|962072674306|5163
2012-10-02T03:16:53.122+00:00|1099511627779|7148
2011-03-23T03:54:58.581+00:00|481036337156|2074
2012-03-31T02:07:47.639+00:00|893353197573|6887
2010-06-19T03:40:16.443+00:00|137438953478|1760
2010-11-11T01:14:32.657+00:00|343597383687|5156
2011-02-15T10:15:11.206+00:00|412316860424|2999
2011-05-12T23:44:02.699+00:00|549755813897|8225
2011-10-07T03:30:06.329+00:00|687194767370|1763
2011-07-16T12:04:26.294+00:00|618475290635|1031
2010-03-20T19:54:12.092+00:00|68719476748|10925
2010-05-31T00:46:19.029+00:00|137438953485|11582
2010-12-02T20:19:55.340+00:00|343597383694|1031
2012-01-11T16:16:48.151+00:00|824633720847|5063
2012-03-10T06:42:01.201+00:00|893353197584|10925
2011-03-13T12:55:00.337+00:00|481036337169|6887
2012-04-15T12:57:01.073+00:00|893353197586|2038
2012-09-05T07:51:24.357+00:00|1030792151059|2825
2011-07-27T02:42:15.738+00:00|618475290644|10712
2010-10-25T13:50:10.896+00:00|274877906965|2008
2010-12-05T19:11:54.013+00:00|343597383702|10925
2010-04-20T17:28:19.005+00:00|68719476759|2938
2010-06-03T08:09:29.330+00:00|137438953496|10925
2011-03-14T05:44:37.760+00:00|481036337177|2008
2011-01-09T17:43:29.583+00:00|412316860442|781
2011-10-18T02:40:37.216+00:00|687194767387|3020
2011-08-09T04:08:10.768+00:00|618475290652|7507
2011-09-05T18:43:51.396+00:00|618475290653|7507
2010-07-02T09:54:44.501+00:00|137438953502|3020
2011-12-27T19:46:03.617+00:00|755914244127|2797
2010-12-24T14:37:22.164+00:00|343597383712|2001
2012-03-20T14:03:34.013+00:00|893353197601|6763
2012-08-12T19:40:51.377+00:00|1030792151074|2038
2010-11-02T10:54:15.190+00:00|274877906979|2001
2012-06-29T07:47:09.878+00:00|962072674340|5163
2010-01-31T13:13:13.929+00:00|37|4843
2010-02-12T22:05:34.513+00:00|38|283
2010-02-12T22:05:34.513+00:00|38|777
2010-02-12T22:05:34.513+00:00|38|796
2010-02-12T22:05:34.513+00:00|38|801
2010-02-12T22:05:34.513+00:00|38|1043
2010-02-12T22:05:34.513+00:00|38|1763
2010-02-12T22:05:34.513+00:00|38|1940
2010-02-12T22:05:34.513+00:00|38|1987
