deletionDate|PersonId|CommentId
2012-12-28T00:02:37.495+00:00|35184372089511|1168231111397
2012-12-28T00:17:06.342+00:00|28587302323537|1168231204049
2012-12-28T00:37:16.818+00:00|30786325578073|1168231342532
2012-12-28T00:48:29.491+00:00|19791209301084|1168231329317
2012-12-28T01:40:43.277+00:00|21990232556115|1168231160109
2012-12-28T03:03:18.713+00:00|21990232556302|1168231229587
2012-12-28T03:48:21.640+00:00|17592186045071|1168231264165
2012-12-28T05:11:18.225+00:00|15393162789587|1168231507909
2012-12-28T06:22:27.199+00:00|26388279068209|1168231309756
2012-12-28T06:22:58.033+00:00|15393162790224|1168231198388
2012-12-28T06:23:50.519+00:00|13194139534936|1168231173715
2012-12-28T06:49:58.026+00:00|10995116278599|1168231406143
2012-12-28T07:03:18.096+00:00|6597069767834|1168231346826
2012-12-28T07:19:14.393+00:00|17592186045996|1168231342532
2012-12-28T08:43:07.228+00:00|13194139533940|1168231329317
2012-12-28T08:59:08.107+00:00|13194139534228|1168231370994
2012-12-28T10:34:25.245+00:00|21990232556739|1168231348029
2012-12-28T10:38:56.849+00:00|30786325578706|1168231491141
2012-12-28T10:39:58.448+00:00|28587302323071|1168231287812
2012-12-28T11:09:55.515+00:00|19791209300223|1168231454933
2012-12-28T12:15:21.942+00:00|28587302322562|1168231196897
2012-12-28T12:17:41.380+00:00|24189255811441|1168231196897
2012-12-28T15:07:16.698+00:00|28587302322562|1168231269796
2012-12-28T15:41:59.800+00:00|4398046512479|1168231262502
2012-12-28T16:18:51.470+00:00|13194139533343|1168231113788
2012-12-28T16:36:49.098+00:00|21990232556130|1168231143633
2012-12-28T17:04:30.714+00:00|21990232556115|1168231294538
2012-12-28T18:14:09.963+00:00|24189255811985|1168231306443
2012-12-28T18:18:00.236+00:00|24189255812145|1168231288152
2012-12-28T18:26:42.559+00:00|19791209300651|1168231463840
2012-12-28T19:38:58.198+00:00|24189255812167|1168231203480
2012-12-28T21:01:41.149+00:00|28587302323659|1168231325496
2012-12-28T21:13:21.675+00:00|24189255811914|1168231220215
2012-12-28T21:59:10.454+00:00|37383395344579|1168231197034
2012-12-28T23:26:03.076+00:00|21990232556610|1168231420161
