deletionDate|ForumId|PersonId
2012-12-25T06:50:30.219+00:00|1030792166665|26388279067637
2012-12-25T08:53:03.206+00:00|618475299081|37383395345729
2012-12-25T09:07:43.665+00:00|1030792151418|37383395344579
2012-12-25T10:38:31.012+00:00|1168231120830|35184372089075
2012-12-25T12:01:42.684+00:00|1030792167506|8796093023809
2012-12-25T12:35:13.240+00:00|1099511644241|30786325578948
2012-12-25T12:59:52.222+00:00|1168231120893|30786325579035
2012-12-25T13:09:52.298+00:00|893353210495|2199023257005
2012-12-25T13:53:33.621+00:00|412316866072|28587302323633
2012-12-25T14:22:36.120+00:00|755914252964|35184372090106
2012-12-25T14:23:55.694+00:00|1168231120383|30786325578905
2012-12-25T18:48:30.031+00:00|893353201159|35184372089798
2012-12-25T21:54:31.344+00:00|1168231121099|21990232556641
2012-12-25T22:28:03.408+00:00|1099511628487|4398046511168
2012-12-25T23:28:28.428+00:00|1099511644062|28587302322767
2012-12-25T23:55:39.484+00:00|893353213180|8796093023402
