deletionDate|PersonId|CommentId
2012-12-30T00:07:50.602+00:00|46|1168231172708
2012-12-30T00:23:12.591+00:00|24189255812037|1168231188858
2012-12-30T00:34:02.557+00:00|13194139534447|1168231341291
2012-12-30T00:46:01.623+00:00|26388279067933|1168231342532
2012-12-30T00:53:49.537+00:00|21990232557164|1168231331655
2012-12-30T01:09:11.831+00:00|17592186046107|1168231341291
2012-12-30T01:10:27.770+00:00|35184372089133|1168231367042
2012-12-30T01:14:26.030+00:00|30786325578612|1168231456560
2012-12-30T01:37:05.295+00:00|30786325579250|1168231300586
2012-12-30T02:02:16.052+00:00|2199023256720|1168231458335
2012-12-30T02:41:36.014+00:00|24189255811415|1168231333887
2012-12-30T02:44:04.407+00:00|26388279068275|1168231341291
2012-12-30T02:53:02.293+00:00|24189255811971|1168231143964
2012-12-30T02:54:20.923+00:00|4398046511934|1168231188861
2012-12-30T03:00:04.881+00:00|555|1168231199037
2012-12-30T03:49:10.866+00:00|981|1168231187623
2012-12-30T04:05:19.121+00:00|19791209301241|1168231233323
2012-12-30T04:21:26.446+00:00|6597069766769|1168231198388
2012-12-30T04:23:37.025+00:00|6597069767597|1168231487249
2012-12-30T04:45:03.033+00:00|15393162790310|1168231153439
2012-12-30T06:16:08.073+00:00|15393162789357|1168231373827
2012-12-30T06:19:47.558+00:00|21990232555781|1168231454933
2012-12-30T07:04:36.310+00:00|10995116279084|1168231153439
2012-12-30T07:07:56.885+00:00|28587302322767|1168231332302
2012-12-30T07:31:13.580+00:00|32985348834680|1168231429190
2012-12-30T07:50:56.047+00:00|32985348834665|1168231301692
2012-12-30T08:13:28.936+00:00|30786325578859|1168231341291
2012-12-30T08:46:00.785+00:00|2199023255686|1168231508932
2012-12-30T09:11:41.394+00:00|1355|1168231349977
2012-12-30T09:19:42.581+00:00|21990232556059|1168231300586
2012-12-30T09:39:52.633+00:00|10995116278449|1168231320119
2012-12-30T10:02:12.221+00:00|15393162790235|1168231376822
2012-12-30T10:12:47.324+00:00|21990232556739|1168231507072
2012-12-30T10:27:13.635+00:00|2199023255851|1168231454140
2012-12-30T10:43:11.199+00:00|37383395345222|1168231122555
2012-12-30T12:26:07.630+00:00|17592186045625|1168231465944
2012-12-30T12:38:27.307+00:00|15393162790224|1168231491141
2012-12-30T12:38:43.569+00:00|8796093023536|1168231500447
2012-12-30T12:50:31.981+00:00|6597069767381|1168231295722
2012-12-30T13:04:16.550+00:00|6597069767011|1168231443968
2012-12-30T13:04:47.218+00:00|35184372090106|1168231294526
2012-12-30T13:41:54.727+00:00|37383395345225|1168231111846
2012-12-30T14:27:05.255+00:00|37383395345221|1168231287329
2012-12-30T14:39:49.900+00:00|28587302322805|1168231370994
2012-12-30T14:47:13.300+00:00|24189255812623|1168231429190
2012-12-30T15:04:21.315+00:00|4398046512126|1168231287329
2012-12-30T15:18:32.707+00:00|13194139534284|1168231469485
2012-12-30T15:51:44.568+00:00|13194139534284|1168231324365
2012-12-30T15:55:46.802+00:00|21990232555642|1168231262269
2012-12-30T16:31:53.878+00:00|17592186045813|1168231199037
2012-12-30T16:38:55.562+00:00|17592186045201|1168231406143
2012-12-30T16:43:20.133+00:00|28587302322698|1168231465944
2012-12-30T16:50:34.220+00:00|26388279068275|1168231494306
2012-12-30T17:21:32.175+00:00|32985348834072|1168231114838
2012-12-30T17:53:38.160+00:00|4398046511934|1168231235679
2012-12-30T18:11:07.019+00:00|26388279067660|1168231434979
2012-12-30T18:24:39.086+00:00|28587302322767|1168231469485
2012-12-30T18:25:47.016+00:00|8796093022260|1168231298401
2012-12-30T18:28:27.190+00:00|32985348834214|1168231470074
2012-12-30T18:38:27.622+00:00|37383395344943|1168231131701
2012-12-30T18:42:54.677+00:00|21990232556059|1168231300833
2012-12-30T19:10:43.026+00:00|24189255812167|1168231131701
2012-12-30T19:53:46.975+00:00|24189255812068|1168231465944
2012-12-30T19:56:54.198+00:00|32985348833585|1168231332175
2012-12-30T20:31:39.229+00:00|13194139533753|1168231380156
2012-12-30T21:00:48.683+00:00|28587302323051|1168231173715
2012-12-30T21:01:14.263+00:00|24189255811930|1168231377075
2012-12-30T21:01:27.333+00:00|375|1168231173715
2012-12-30T21:12:20.122+00:00|26388279068209|1168231377075
2012-12-30T21:20:01.572+00:00|21990232556212|1168231196823
2012-12-30T21:33:13.196+00:00|8796093023809|1168231131701
2012-12-30T21:44:37.920+00:00|28587302322491|1168231114909
2012-12-30T21:44:43.200+00:00|28587302322920|1168231377075
2012-12-30T21:47:00.735+00:00|17592186044725|1168231287329
2012-12-30T23:06:36.736+00:00|26388279068275|1168231151579
2012-12-30T23:12:39.440+00:00|13194139534129|1168231301481
2012-12-30T23:18:52.587+00:00|10995116278083|1168231131701
2012-12-30T23:35:21.667+00:00|37383395345524|1168231131701
2012-12-30T23:53:00.656+00:00|4398046512495|1168231188873
