deletionDate|id
2012-12-24T00:14:46.554+00:00|1168231486755
2012-12-24T00:16:35.024+00:00|1168231292117
2012-12-24T00:17:38.762+00:00|1168231328870
2012-12-24T00:19:29.864+00:00|1168231329905
2012-12-24T00:42:51.740+00:00|1168231437673
2012-12-24T00:56:47.850+00:00|1168231126267
2012-12-24T01:01:19.497+00:00|1168231315600
2012-12-24T01:07:11.899+00:00|1168231185958
2012-12-24T01:12:37.840+00:00|1168231413676
2012-12-24T02:44:04.587+00:00|1168231309648
2012-12-24T05:10:10.411+00:00|1168231394942
2012-12-24T05:48:38.642+00:00|1168231372771
2012-12-24T06:49:16.833+00:00|1168231459330
2012-12-24T07:46:54.774+00:00|1168231330105
2012-12-24T08:33:15.212+00:00|1168231498114
2012-12-24T08:39:52.876+00:00|1168231176828
2012-12-24T08:41:45.627+00:00|1168231130647
2012-12-24T08:54:07.489+00:00|1168231236182
2012-12-24T09:24:38.670+00:00|1168231110839
2012-12-24T11:02:34.121+00:00|1168231155662
2012-12-24T13:09:52.368+00:00|1168231498117
2012-12-24T13:32:10.168+00:00|1168231324322
2012-12-24T13:43:08.952+00:00|1168231322820
2012-12-24T14:38:57.172+00:00|1168231369882
2012-12-24T15:42:23.246+00:00|1168231415472
2012-12-24T16:09:46.722+00:00|1168231480234
2012-12-24T16:14:27.374+00:00|1168231504191
2012-12-24T16:17:45.054+00:00|1168231385175
2012-12-24T16:41:00.343+00:00|1168231321974
2012-12-24T17:59:41.010+00:00|1168231322975
2012-12-24T17:59:50.580+00:00|1168231348707
2012-12-24T18:04:20.006+00:00|1168231483061
2012-12-24T18:13:25.732+00:00|1168231196146
2012-12-24T18:15:58.965+00:00|1168231198386
2012-12-24T21:30:24.496+00:00|1168231283995
2012-12-24T22:12:56.076+00:00|1168231126251
2012-12-24T22:19:49.380+00:00|1168231253520
2012-12-24T22:41:50.436+00:00|1168231286597
2012-12-24T22:56:56.972+00:00|1168231502495
