deletionDate|PersonId|CommentId
2012-11-30T03:35:01.052+00:00|21990232556511|1168231438232
2012-11-30T03:39:15.225+00:00|35184372089415|1168231341976
2012-11-30T04:05:23.661+00:00|24189255812681|1168231155649
2012-11-30T04:52:31.281+00:00|17592186045577|1168231395041
2012-11-30T05:24:35.639+00:00|10995116278449|1168231416980
2012-11-30T09:35:49.955+00:00|24189255812528|1168231463414
2012-11-30T09:44:54.337+00:00|24189255812556|1168231397968
2012-11-30T09:51:23.107+00:00|15393162789781|1168231287824
2012-11-30T11:40:12.026+00:00|32985348833455|1168231299660
2012-11-30T13:23:40.917+00:00|10995116278271|1168231347152
2012-11-30T15:01:17.907+00:00|26388279067773|1168231341976
2012-11-30T22:44:53.410+00:00|2199023256904|1168231170175
2012-11-30T22:50:33.751+00:00|1682|1168231292838
