creationDate|id|locationIP|browserUsed|content|length|CreatorPersonId|LocationCountryId|ParentPostId|ParentCommentId
2012-12-03T00:01:46.493+00:00|1168231465532|123.108.119.142|Firefox|About Stairway to Heaven, tates in the 1970s, despite never having been officia|79|10995116278599|55||1168231465531
2012-12-03T00:02:29.406+00:00|1168231417508|196.28.7.94|Firefox|no way!|7|6597069767381|44||1168231417503
2012-12-03T00:05:34.189+00:00|1168231357348|213.55.122.73|Firefox|no way!|7|4398046512103|76||1168231357345
2012-12-03T00:05:59.861+00:00|1168231454574|103.22.166.136|Firefox|ok|2|26388279067748|51||1168231454573
2012-12-03T00:06:57.874+00:00|1168231450105|132.247.44.8|Internet Explorer|About Norodom Sihanouk,  France granted independence to Cambodia, until 18 March 1970, when Lon Nol and the NaAbout Thomas Jefferson, tor, he was an indefatigable letter|170|28587302322664|53|962073019892|
2012-12-03T00:08:35.457+00:00|1168231395639|203.144.56.205|Internet Explorer|About Vladimir Lenin, tionary process, while defending the possibiAbout Ulysses S. Gra|86|17592186045248|57||1168231395637
2012-12-03T00:10:17.576+00:00|1168231179286|41.78.32.121|Firefox|thx|3|455|97|1168231179282|
2012-12-03T00:12:48.600+00:00|1168231112447|124.6.255.10|Internet Explorer|ok|2|21990232556387|100||1168231112445
2012-12-03T00:12:53.344+00:00|1168231179283|1.15.154.213|Firefox|roflol|6|21990232555741|1|1168231179282|
2012-12-03T00:13:04.587+00:00|1168231127712|199.103.77.189|Chrome|About Francoist Spain, ich the regime called the Guerra de Liberación Nacional, of the r|88|30786325578576|50||1168231127706
2012-12-03T00:15:46.240+00:00|1168231187767|41.190.225.153|Chrome|good|4|8796093023573|68|1030792234288|
2012-12-03T00:16:27.628+00:00|1168231360714|1.118.77.242|Firefox|About Parthian Empire, ia competed with each other to establish the kings of Armenia as|87|10995116278996|1||1168231360711
2012-12-03T00:19:26.319+00:00|1168231140875|46.166.41.51|Firefox|good|4|37383395344633|86|1099511664136|
2012-12-03T00:21:06.048+00:00|1168231117887|60.254.173.114|Internet Explorer|great|5|1435|57|824633734206|
2012-12-03T00:21:42.256+00:00|1168231290863|103.1.176.97|Safari|LOL|3|4398046511151|100||1168231290852
2012-12-03T00:22:52.828+00:00|1168231140650|196.203.234.56|Firefox|thanks|6|705|104|206158466345|
2012-12-03T00:24:09.932+00:00|1168231253523|14.192.79.60|Internet Explorer|right|5|10995116278066|1||755914393096
2012-12-03T00:25:08.416+00:00|1168231285262|103.1.6.174|Firefox|About James A. Garfield, mber 19, 1881, as a result of bAbout Charles Dickens, , as they r|90|19791209301378|0|1099511808524|
2012-12-03T00:29:33.007+00:00|1168231358686|61.30.97.134|Chrome|maybe|5|37383395345948|94|1099511881946|
2012-12-03T00:30:12.345+00:00|1168231305749|36.95.74.186|Chrome|thanks|6|35184372089722|51||755914445332
2012-12-03T00:30:41.472+00:00|1168231395632|119.235.7.103|Firefox|great|5|933|100||1168231395631
2012-12-03T00:32:10.388+00:00|1168231310086|31.170.121.115|Internet Explorer|LOL|3|28587302322180|48|1168231310071|
2012-12-03T00:32:14.070+00:00|1168231298940|42.190.7.50|Firefox|duh|3|32985348834665|85||1168231298939
2012-12-03T00:33:38.900+00:00|1168231491103|114.198.168.146|Firefox|good|4|4398046512238|94|1168231491100|
2012-12-03T00:33:57.490+00:00|1168231352433|27.131.223.231|Firefox|good|4|30786325578612|1|481036585072|
2012-12-03T00:35:44.299+00:00|1168231358797|192.223.88.63|Chrome|About Austria,  dictionary (Österreichisches Wörterbuch), published under the|77|37383395345948|49||1099511882057
2012-12-03T00:35:51.315+00:00|1168231358790|192.223.88.63|Chrome|no way!|7|37383395345948|49|687195021631|
